300005,2025-01-10 23:00:00,28
300005,2025-01-10 23:02:00,28
300005,2025-01-10 23:04:00,28
300005,2025-01-10 23:06:00,28
300005,2025-01-10 23:08:00,28
300005,2025-01-10 23:10:00,28
300005,2025-01-10 23:12:00,28
300005,2025-01-10 23:14:00,28
300005,2025-01-10 23:16:00,28
300005,2025-01-10 23:18:00,28
300005,2025-01-10 23:20:00,28
300005,2025-01-10 23:22:00,28
300005,2025-01-10 23:24:00,28
300018,2025-09-10 01:30:00,24
300018,2025-09-10 01:32:00,24
300018,2025-09-10 01:34:00,24
300018,2025-09-10 01:36:00,24
300018,2025-09-10 01:38:00,24
300039,2025-11-10 09:30:00,15
300039,2025-11-10 09:32:00,15
300039,2025-11-10 09:34:00,15
300039,2025-11-10 09:36:00,15
300039,2025-11-10 09:38:00,15
300039,2025-11-10 09:40:00,15
300039,2025-11-10 09:42:00,15
300039,2025-11-10 09:44:00,15
300039,2025-11-10 09:46:00,15
300039,2025-11-10 09:48:00,15
300017,2025-12-31 17:00:00,19
300017,2025-12-31 17:02:00,19
300017,2025-12-31 17:04:00,19
300017,2025-12-31 17:06:00,19
300017,2025-12-31 17:08:00,19
300017,2025-12-31 17:10:00,19
300013,2026-05-10 16:00:00,8
300013,2026-05-10 16:02:00,8
300013,2026-05-10 16:04:00,8
300013,2026-05-10 16:06:00,8
300013,2026-05-10 16:08:00,8
300013,2026-05-10 16:10:00,8
300013,2026-05-10 16:12:00,8
300013,2026-05-10 16:14:00,8
300013,2026-05-10 16:16:00,8
300013,2026-05-10 16:18:00,8
300013,2026-05-10 16:20:00,8
300013,2026-05-10 16:22:00,8
300034,2025-02-14 22:30:00,36
300034,2025-02-14 22:32:00,36
300034,2025-02-14 22:34:00,36
300034,2025-02-14 22:36:00,36
300034,2025-02-14 22:38:00,36
300034,2025-02-14 22:40:00,36
300034,2025-02-14 22:42:00,36
300034,2025-02-14 22:44:00,36
300034,2025-02-14 22:46:00,36
300034,2025-02-14 22:48:00,36
300034,2025-02-14 22:50:00,36
300034,2025-02-14 22:52:00,36
300034,2025-02-14 22:54:00,36
300034,2025-02-14 22:56:00,36
300034,2025-02-14 22:58:00,36
300034,2025-02-14 23:00:00,36
300034,2025-02-14 23:02:00,36
300034,2025-02-14 23:04:00,36
300034,2025-02-14 23:06:00,36
300034,2025-02-14 23:08:00,36
300034,2025-02-14 23:10:00,36
300034,2025-02-14 23:12:00,36
300034,2025-02-14 23:14:00,36
300011,2025-05-01 14:00:00,43
300011,2025-05-01 14:02:00,43
300011,2025-05-01 14:04:00,43
300011,2025-05-01 14:06:00,43
300011,2025-05-01 14:08:00,43
300011,2025-05-01 14:10:00,43
300011,2025-05-01 14:12:00,43
300011,2025-05-01 14:14:00,43
300011,2025-05-01 14:16:00,43
300011,2025-05-01 14:18:00,43
300011,2025-05-01 14:20:00,43
300011,2025-05-01 14:22:00,43
300011,2025-05-01 14:24:00,43
300011,2025-05-01 14:26:00,43
300011,2025-05-01 14:28:00,43
300011,2025-05-01 14:30:00,43
300011,2025-05-01 14:32:00,43
300011,2025-05-01 14:34:00,43
300011,2025-05-01 14:36:00,43
300011,2025-05-01 14:38:00,43
300011,2025-05-01 14:40:00,43
300011,2025-05-01 14:42:00,43
300011,2025-05-01 14:44:00,43
300011,2025-05-01 14:46:00,43
300011,2025-05-01 14:48:00,43
